Taxon,Longitude,Latitude,Country,ADM1_NAME,ADM2_NAME
coffee,-87.52082851000,15.14583725000,Honduras,Yoro,Victoria
coffee,-87.43749517000,15.14583725000,Honduras,Yoro,Yoro
coffee,-85.52082841000,15.14583725000,Honduras,Olancho,Dulce Nombre De Culmi
coffee,-85.43749507000,15.14583725000,Honduras,Olancho,Dulce Nombre De Culmi
coffee,-92.35416210000,15.18750392000,Mexico,Chiapas,Motozintla
coffee,-88.60416190000,15.18750392000,Honduras,Santa Barbara,Macuelizo
coffee,-88.47916189000,15.18750392000,Honduras,Santa Barbara,San Luis
coffee,-88.43749522000,15.18750392000,Honduras,Santa Barbara,San Luis
coffee,-88.39582856000,15.18750392000,Honduras,Santa Barbara,San Marcos
coffee,-88.27082855000,15.18750392000,Honduras,Santa Barbara,Trinidad
coffee,-85.43749507000,15.18750392000,Honduras,Olancho,Dulce Nombre De Culmi
coffee,43.89584501000,15.18750392000,Yemen,Sana'a,Al Haymah ad Dak
coffee,-92.43749543000,15.22917059000,Mexico,Chiapas,Tuzantan
coffee,-92.35416210000,15.22917059000,Mexico,Chiapas,Motozintla
coffee,-90.22916198000,15.22917059000,Guatemala,Baja Verapaz,Coban
coffee,-90.14582865000,15.22917059000,Guatemala,Baja Verapaz,Coban
coffee,-90.10416198000,15.22917059000,Guatemala,Baja Verapaz,Coban
coffee,-92.47916210000,15.27083726000,Mexico,Chiapas,Huixtla
coffee,-90.14582865000,15.27083726000,Guatemala,Alta Verapaz,Panzos
coffee,-90.10416198000,15.27083726000,Guatemala,Alta Verapaz,Panzos
coffee,-89.97916197000,15.27083726000,Guatemala,Alta Verapaz,Panzos
coffee,-87.10416182000,15.27083726000,Honduras,Yoro,Yoro
coffee,-85.35416173000,15.27083726000,Honduras,Olancho,Dulce Nombre De Culmi
coffee,-92.39582876000,15.31250393000,Mexico,Chiapas,Motozintla
coffee,-92.31249543000,15.31250393000,Mexico,Chiapas,Motozintla
coffee,-90.43749533000,15.31250393000,Guatemala,Alta Verapaz,San Cristobal Verapaz
coffee,-90.39582866000,15.31250393000,Guatemala,Alta Verapaz,San Cristobal Verapaz
coffee,-90.35416199000,15.31250393000,Guatemala,Alta Verapaz,Tamahu
coffee,-90.22916198000,15.31250393000,Guatemala,Alta Verapaz,Tucuru
coffee,-90.10416198000,15.31250393000,Guatemala,Alta Verapaz,Panzos
coffee,-90.06249531000,15.31250393000,Guatemala,Alta Verapaz,Panzos
coffee,-92.47916210000,15.35417060000,Mexico,Chiapas,Escuintla
coffee,-92.39582876000,15.35417060000,Mexico,Chiapas,Motozintla
coffee,-90.52082867000,15.35417060000,Guatemala,Alta Verapaz,Tactic
coffee,-89.93749530000,15.35417060000,Guatemala,Alta Verapaz,San Pedro Carcha
coffee,-90.47916200000,15.39583727000,Guatemala,Alta Verapaz,Tactic
coffee,-90.14582865000,15.39583727000,Guatemala,Alta Verapaz,San Juan Chamelco
coffee,-88.60416190000,15.39583727000,Honduras,Santa Barbara,Azacualpa
coffee,-87.72916185000,15.39583727000,Honduras,Yoro,El Negrito
coffee,-90.89582869000,15.43750393000,Guatemala,Quiche,Joyabaj
coffee,-90.39582866000,15.43750393000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.02082864000,15.43750393000,Guatemala,Alta Verapaz,San Juan Chamelco
coffee,-88.39582856000,15.43750393000,Honduras,Santa Barbara,Quimistan
coffee,-87.68749519000,15.43750393000,Honduras,Yoro,El Negrito
coffee,-85.72916175000,15.43750393000,Honduras,Olancho,San Esteban
coffee,-90.97916202000,15.47917060000,Guatemala,Quiche,Santo Tomas Chichicastenango
coffee,-90.52082867000,15.47917060000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-89.93749530000,15.47917060000,Guatemala,Alta Verapaz,San Pedro Carcha
coffee,-89.85416196000,15.47917060000,Guatemala,Alta Verapaz,San Pedro Carcha
coffee,-87.56249518000,15.47917060000,Honduras,Yoro,Morazan
coffee,-92.52082877000,15.52083727000,Mexico,Chiapas,Siltepec
coffee,-92.43749543000,15.52083727000,Mexico,Chiapas,Siltepec
coffee,-91.85416207000,15.52083727000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-90.14582865000,15.52083727000,Guatemala,Alta Verapaz,San Juan Chamelco
coffee,-89.97916197000,15.52083727000,Guatemala,Alta Verapaz,Santa María Cahabon
coffee,-92.39582876000,15.56250394000,Mexico,Chiapas,Siltepec
coffee,-92.35416210000,15.56250394000,Mexico,Chiapas,Siltepec
coffee,-91.85416207000,15.56250394000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-90.43749533000,15.56250394000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.39582866000,15.56250394000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.35416199000,15.56250394000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-92.64582878000,15.60417061000,Mexico,Chiapas,Mapastepec
coffee,-92.47916210000,15.60417061000,Mexico,Chiapas,Siltepec
coffee,-92.43749543000,15.60417061000,Mexico,Chiapas,Siltepec
coffee,-92.35416210000,15.60417061000,Mexico,Chiapas,Siltepec
coffee,-91.97916208000,15.60417061000,Guatemala,Huehuetenango,La Democracia
coffee,-91.81249540000,15.60417061000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-91.68749539000,15.60417061000,Guatemala,Huehuetenango,Santa Ana Huista
coffee,-90.39582866000,15.60417061000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.35416199000,15.60417061000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-89.93749530000,15.60417061000,Guatemala,Alta Verapaz,Santa María Cahabon
coffee,-89.68749529000,15.60417061000,Guatemala,Alta Verapaz,Chisec
coffee,-87.56249518000,15.60417061000,Honduras,Atlantida,Tela
coffee,-86.68749513000,15.60417061000,Honduras,Atlantida,La Ceiba
coffee,-92.89582879000,15.64583728000,Mexico,Chiapas,Mapastepec
coffee,-92.64582878000,15.64583728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.47916210000,15.64583728000,Mexico,Chiapas,Siltepec
coffee,-92.39582876000,15.64583728000,Mexico,Chiapas,Chicomuselo
coffee,-92.35416210000,15.64583728000,Mexico,Chiapas,Siltepec
coffee,-92.18749542000,15.64583728000,Mexico,Chiapas,Bella Vista
coffee,-92.10416208000,15.64583728000,Mexico,Chiapas,Amatenango De La F.
coffee,-92.06249541000,15.64583728000,Mexico,Chiapas,Amatenango De La F.
coffee,-91.97916208000,15.64583728000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-91.72916206000,15.64583728000,Guatemala,Huehuetenango,San Juan Ixcoy
coffee,-91.68749539000,15.64583728000,Guatemala,Huehuetenango,San Juan Ixcoy
coffee,-91.14582870000,15.64583728000,Guatemala,Quiche,San Andres Sajcabaja
coffee,-90.43749533000,15.64583728000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.39582866000,15.64583728000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.35416199000,15.64583728000,Guatemala,Alta Verapaz,Santa Cruz Verapaz
coffee,-90.10416198000,15.64583728000,Guatemala,Alta Verapaz,San Juan Chamelco
coffee,-92.89582879000,15.68750395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.77082878000,15.68750395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.72916211000,15.68750395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.64582878000,15.68750395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.56249544000,15.68750395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.47916210000,15.68750395000,Mexico,Chiapas,Chicomuselo
coffee,-92.39582876000,15.68750395000,Mexico,Chiapas,Chicomuselo
coffee,-92.35416210000,15.68750395000,Mexico,Chiapas,Chicomuselo
coffee,-92.31249543000,15.68750395000,Mexico,Chiapas,Chicomuselo
coffee,-92.18749542000,15.68750395000,Mexico,Chiapas,Bella Vista
coffee,-92.14582875000,15.68750395000,Mexico,Chiapas,Bella Vista
coffee,-92.06249541000,15.68750395000,Mexico,Chiapas,Amatenango De La F.
coffee,-91.93749541000,15.68750395000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-91.89582874000,15.68750395000,Guatemala,Huehuetenango,San Miguel Acatan
coffee,-93.02082880000,15.72917062000,Mexico,Chiapas,La Concordia
coffee,-92.97916213000,15.72917062000,Mexico,Chiapas,La Concordia
coffee,-92.89582879000,15.72917062000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.85416212000,15.72917062000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.43749543000,15.72917062000,Mexico,Chiapas,Chicomuselo
coffee,-92.35416210000,15.72917062000,Mexico,Chiapas,Chicomuselo
coffee,-92.31249543000,15.72917062000,Mexico,Chiapas,Chicomuselo
coffee,-92.27082876000,15.72917062000,Mexico,Chiapas,Chicomuselo
coffee,-92.22916209000,15.72917062000,Mexico,Chiapas,Chicomuselo
coffee,-92.18749542000,15.72917062000,Mexico,Chiapas,Frontera Comalapa
coffee,-92.10416208000,15.72917062000,Mexico,Chiapas,Frontera Comalapa
coffee,-93.06249547000,15.77083728000,Mexico,Chiapas,La Concordia
coffee,-92.93749546000,15.77083728000,Mexico,Chiapas,La Concordia
coffee,-92.85416212000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.81249545000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.77082878000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.72916211000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.68749545000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.64582878000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.56249544000,15.77083728000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.52082877000,15.77083728000,Mexico,Chiapas,Chicomuselo
coffee,-92.43749543000,15.77083728000,Mexico,Chiapas,Chicomuselo
coffee,-91.31249537000,15.77083728000,Guatemala,Huehuetenango,San Mateo Ixtatan
coffee,-93.10416213000,15.81250395000,Mexico,Chiapas,Pijijiapan
coffee,-93.06249547000,15.81250395000,Mexico,Chiapas,La Concordia
coffee,-92.89582879000,15.81250395000,Mexico,Chiapas,La Concordia
coffee,-92.85416212000,15.81250395000,Mexico,Chiapas,La Concordia
coffee,-92.60416211000,15.81250395000,Mexico,Chiapas,Angel Albino Corzo
coffee,-92.52082877000,15.81250395000,Mexico,Chiapas,Chicomuselo
coffee,-92.47916210000,15.81250395000,Mexico,Chiapas,Chicomuselo
coffee,-92.43749543000,15.81250395000,Mexico,Chiapas,Chicomuselo
coffee,-92.39582876000,15.81250395000,Mexico,Chiapas,Chicomuselo
coffee,-93.22916214000,15.85417062000,Mexico,Chiapas,Pijijiapan
coffee,-93.02082880000,15.85417062000,Mexico,Chiapas,La Concordia
coffee,-92.97916213000,15.85417062000,Mexico,Chiapas,La Concordia
coffee,-92.89582879000,15.85417062000,Mexico,Chiapas,La Concordia
coffee,-92.85416212000,15.85417062000,Mexico,Chiapas,La Concordia
coffee,-92.81249545000,15.85417062000,Mexico,Chiapas,La Concordia
coffee,-91.22916204000,15.85417062000,Guatemala,Huehuetenango,Aguacatan
coffee,-93.31249548000,15.89583729000,Mexico,Chiapas,Villa Corzo
coffee,-93.18749547000,15.89583729000,Mexico,Chiapas,Villa Corzo
coffee,-93.10416213000,15.89583729000,Mexico,Chiapas,Villa Corzo
coffee,-92.97916213000,15.89583729000,Mexico,Chiapas,La Concordia
coffee,-92.93749546000,15.89583729000,Mexico,Chiapas,La Concordia
coffee,-92.81249545000,15.89583729000,Mexico,Chiapas,La Concordia
coffee,-93.39582882000,15.93750396000,Mexico,Chiapas,Villa Corzo
coffee,-93.02082880000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-92.97916213000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-92.89582879000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-92.85416212000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-92.72916211000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-92.64582878000,15.93750396000,Mexico,Chiapas,La Concordia
coffee,-91.72916206000,15.93750396000,Guatemala,Huehuetenango,San Pedro Necta
coffee,-93.47916215000,15.97917063000,Mexico,Chiapas,Tonola
coffee,-93.43749548000,15.97917063000,Mexico,Chiapas,Villa Corzo
coffee,-93.39582882000,15.97917063000,Mexico,Chiapas,Villa Corzo
coffee,-93.31249548000,15.97917063000,Mexico,Chiapas,Villa Corzo
coffee,-93.14582880000,15.97917063000,Mexico,Chiapas,Villa Corzo
coffee,-93.10416213000,15.97917063000,Mexico,Chiapas,Villa Corzo
coffee,-92.81249545000,15.97917063000,Mexico,Chiapas,La Concordia
coffee,-93.52082882000,16.02083730000,Mexico,Chiapas,Villa Corzo
coffee,-93.14582880000,16.02083730000,Mexico,Chiapas,Villa Corzo
coffee,-93.10416213000,16.02083730000,Mexico,Chiapas,Villa Corzo
coffee,-93.06249547000,16.02083730000,Mexico,Chiapas,Villa Corzo
coffee,-93.02082880000,16.02083730000,Mexico,Chiapas,Villa Corzo
coffee,-92.85416212000,16.02083730000,Mexico,Chiapas,La Concordia
coffee,-96.31249563000,16.06250397000,Mexico,Oaxaca,Dist. Miahuatlan
coffee,-93.56249549000,16.06250397000,Mexico,Chiapas,Villa Corzo
coffee,-93.47916215000,16.06250397000,Mexico,Chiapas,Villa Corzo
coffee,-93.02082880000,16.06250397000,Mexico,Chiapas,Villa Corzo
coffee,-92.85416212000,16.06250397000,Mexico,Chiapas,La Concordia
coffee,-91.68749539000,16.06250397000,Guatemala,Huehuetenango,San Pedro Necta
coffee,-91.52082872000,16.06250397000,Guatemala,Huehuetenango,San Pedro Necta
coffee,-91.47916205000,16.06250397000,Guatemala,Huehuetenango,Colotenango
coffee,-91.39582871000,16.06250397000,Guatemala,Huehuetenango,Colotenango
coffee,-91.27082871000,16.06250397000,Guatemala,Huehuetenango,Aguacatan
coffee,-93.60416216000,16.10417064000,Mexico,Chiapas,Villa Corzo
coffee,-93.56249549000,16.10417064000,Mexico,Chiapas,Villa Corzo
coffee,-91.68749539000,16.10417064000,Mexico,Chiapas,La Trinitaria
coffee,-91.56249539000,16.10417064000,Mexico,Chiapas,La Trinitaria
coffee,-91.52082872000,16.10417064000,Mexico,Chiapas,La Trinitaria
coffee,-91.43749538000,16.10417064000,Mexico,Chiapas,La Independencia
coffee,-91.39582871000,16.10417064000,Mexico,Chiapas,Las Margaritas
coffee,-91.27082871000,16.10417064000,Mexico,Chiapas,Las Margaritas
coffee,-97.47916236000,16.14583730000,Mexico,Oaxaca,Dist. Juquila
coffee,-97.43749569000,16.14583730000,Mexico,Oaxaca,Dist. Juquila
coffee,-97.10416234000,16.14583730000,Mexico,Oaxaca,Dist. Pochutla
coffee,-97.06249567000,16.14583730000,Mexico,Oaxaca,Dist. Pochutla
coffee,-91.72916206000,16.14583730000,Mexico,Chiapas,La Trinitaria
coffee,-91.68749539000,16.14583730000,Mexico,Chiapas,La Independencia
coffee,-91.60416206000,16.14583730000,Mexico,Chiapas,La Independencia
coffee,-91.56249539000,16.14583730000,Mexico,Chiapas,La Independencia
coffee,-91.47916205000,16.14583730000,Mexico,Chiapas,La Independencia
coffee,-91.39582871000,16.14583730000,Mexico,Chiapas,Las Margaritas
coffee,-91.35416204000,16.14583730000,Mexico,Chiapas,Las Margaritas
coffee,-97.47916236000,16.18750397000,Mexico,Oaxaca,Dist. Juquila
coffee,-97.43749569000,16.18750397000,Mexico,Oaxaca,Dist. Juquila
coffee,-97.10416234000,16.18750397000,Mexico,Oaxaca,Dist. Miahuatlan
coffee,-93.72916217000,16.18750397000,Mexico,Chiapas,Tonola
coffee,-93.56249549000,16.18750397000,Mexico,Chiapas,Villa Corzo
coffee,-93.52082882000,16.18750397000,Mexico,Chiapas,Villa Corzo
coffee,-91.89582874000,16.18750397000,Mexico,Chiapas,La Independencia
coffee,-91.85416207000,16.18750397000,Mexico,Chiapas,La Trinitaria
coffee,-91.68749539000,16.18750397000,Mexico,Chiapas,La Independencia
coffee,-91.56249539000,16.18750397000,Mexico,Chiapas,La Independencia
coffee,-91.47916205000,16.18750397000,Mexico,Chiapas,Las Margaritas
coffee,-97.47916236000,16.22917064000,Mexico,Oaxaca,Dist. Juquila
coffee,-93.68749550000,16.22917064000,Mexico,Chiapas,Tonola
coffee,-91.77082873000,16.22917064000,Mexico,Chiapas,La Independencia
coffee,-91.47916205000,16.22917064000,Mexico,Chiapas,Las Margaritas
coffee,-93.72916217000,16.27083731000,Mexico,Chiapas,Villaflores
coffee,-92.27082876000,16.27083731000,Mexico,Chiapas,Socoltenango
coffee,-91.77082873000,16.27083731000,Mexico,Chiapas,Las Margaritas
coffee,-91.68749539000,16.27083731000,Mexico,Chiapas,Las Margaritas
coffee,-91.56249539000,16.27083731000,Mexico,Chiapas,Las Margaritas
coffee,-91.47916205000,16.27083731000,Mexico,Chiapas,Las Margaritas
coffee,-91.64582872000,16.31250398000,Mexico,Chiapas,Las Margaritas
coffee,-91.52082872000,16.31250398000,Mexico,Chiapas,Las Margaritas
coffee,-93.93749551000,16.35417065000,Mexico,Chiapas,Arriaga
coffee,-93.81249550000,16.35417065000,Mexico,Chiapas,Jiquipilas
coffee,-93.72916217000,16.35417065000,Mexico,Chiapas,Jiquipilas
coffee,-93.68749550000,16.35417065000,Mexico,Chiapas,Villaflores
coffee,-93.22916214000,16.35417065000,Mexico,Chiapas,Villaflores
coffee,-91.85416207000,16.35417065000,Mexico,Chiapas,Las Margaritas
coffee,-91.81249540000,16.35417065000,Mexico,Chiapas,Las Margaritas
coffee,-91.60416206000,16.35417065000,Mexico,Chiapas,Las Margaritas
coffee,-91.52082872000,16.35417065000,Mexico,Chiapas,Las Margaritas
coffee,-93.93749551000,16.39583732000,Mexico,Chiapas,Arriaga
coffee,-93.89582884000,16.39583732000,Mexico,Chiapas,Arriaga
coffee,-93.85416217000,16.39583732000,Mexico,Chiapas,Jiquipilas
coffee,-91.56249539000,16.39583732000,Mexico,Chiapas,Las Margaritas
coffee,-91.52082872000,16.39583732000,Mexico,Chiapas,Las Margaritas
coffee,-91.43749538000,16.39583732000,Mexico,Chiapas,Las Margaritas
coffee,-93.93749551000,16.43750399000,Mexico,Chiapas,Cintalapa
coffee,-93.89582884000,16.43750399000,Mexico,Chiapas,Jiquipilas
coffee,-93.22916214000,16.43750399000,Mexico,Chiapas,Villaflores
coffee,-91.64582872000,16.43750399000,Mexico,Chiapas,Las Margaritas
coffee,-91.60416206000,16.43750399000,Mexico,Chiapas,Las Margaritas
coffee,-91.52082872000,16.43750399000,Mexico,Chiapas,Las Margaritas
coffee,-94.10416219000,16.47917065000,Mexico,Chiapas,Cintalapa
coffee,-93.47916215000,16.47917065000,Mexico,Chiapas,Villaflores
coffee,-93.43749548000,16.47917065000,Mexico,Chiapas,Villaflores
coffee,-93.39582882000,16.47917065000,Mexico,Chiapas,Villaflores
coffee,-93.27082881000,16.47917065000,Mexico,Chiapas,Villaflores
coffee,-92.60416211000,16.47917065000,Mexico,Chiapas,Totolapa
coffee,-91.68749539000,16.47917065000,Mexico,Chiapas,Las Margaritas
coffee,-94.14582886000,16.52083732000,Mexico,Chiapas,Cintalapa
coffee,-93.81249550000,16.52083732000,Mexico,Chiapas,Jiquipilas
coffee,-93.77082884000,16.52083732000,Mexico,Chiapas,Jiquipilas
coffee,-93.43749548000,16.52083732000,Mexico,Chiapas,Villaflores
coffee,-93.39582882000,16.52083732000,Mexico,Chiapas,Villaflores
coffee,-92.60416211000,16.52083732000,Mexico,Chiapas,Totolapa
coffee,-92.56249544000,16.52083732000,Mexico,Chiapas,Venustiano Carranza
coffee,-93.47916215000,16.60417066000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-91.81249540000,16.60417066000,Mexico,Chiapas,Las Margaritas
coffee,-91.77082873000,16.60417066000,Mexico,Chiapas,Altamirano
coffee,-97.64582904000,16.64583733000,Mexico,Oaxaca,Dist. Jamiltepec
coffee,-93.47916215000,16.64583733000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.43749548000,16.64583733000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-91.81249540000,16.64583733000,Mexico,Chiapas,Altamirano
coffee,-97.68749571000,16.68750400000,Mexico,Oaxaca,Dist. Putla
coffee,-97.64582904000,16.68750400000,Mexico,Oaxaca,Dist. Putla
coffee,-93.97916218000,16.68750400000,Mexico,Chiapas,Cintalapa
coffee,-92.89582879000,16.68750400000,Mexico,Chiapas,Chiapa De Corzo
coffee,-92.85416212000,16.68750400000,Mexico,Chiapas,Chiapa De Corzo
coffee,-91.85416207000,16.68750400000,Mexico,Chiapas,Altamirano
coffee,-97.89582905000,16.72917067000,Mexico,Oaxaca,Dist. Putla
coffee,-94.22916219000,16.72917067000,Mexico,Oaxaca,Dist. Juchitan
coffee,-94.06249552000,16.72917067000,Mexico,Chiapas,Cintalapa
coffee,-93.97916218000,16.72917067000,Mexico,Chiapas,Cintalapa
coffee,-92.89582879000,16.72917067000,Mexico,Chiapas,Chiapa De Corzo
coffee,-92.85416212000,16.72917067000,Mexico,Chiapas,Ixtapa
coffee,-92.10416208000,16.72917067000,Mexico,Chiapas,Oxchuc
coffee,-92.02082874000,16.72917067000,Mexico,Chiapas,Altamirano
coffee,-91.97916208000,16.72917067000,Mexico,Chiapas,Altamirano
coffee,-91.89582874000,16.72917067000,Mexico,Chiapas,Altamirano
coffee,-97.89582905000,16.77083734000,Mexico,Oaxaca,Dist. Putla
coffee,-97.85416238000,16.77083734000,Mexico,Oaxaca,Dist. Putla
coffee,-97.68749571000,16.77083734000,Mexico,Oaxaca,Dist. Putla
coffee,-93.72916217000,16.77083734000,Mexico,Chiapas,Cintalapa
coffee,-93.68749550000,16.77083734000,Mexico,Chiapas,Cintalapa
coffee,-93.39582882000,16.77083734000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.27082881000,16.77083734000,Mexico,Chiapas,Berriozabal
coffee,-92.93749546000,16.77083734000,Mexico,Chiapas,Chiapa De Corzo
coffee,-92.89582879000,16.77083734000,Mexico,Chiapas,Ixtapa
coffee,-92.85416212000,16.77083734000,Mexico,Chiapas,Zinacantan
coffee,-92.14582875000,16.77083734000,Mexico,Chiapas,Oxchuc
coffee,-92.06249541000,16.77083734000,Mexico,Chiapas,Altamirano
coffee,-91.85416207000,16.77083734000,Mexico,Chiapas,Altamirano
coffee,-97.68749571000,16.81250401000,Mexico,Oaxaca,Dist. Putla
coffee,-93.72916217000,16.81250401000,Mexico,Chiapas,Cintalapa
coffee,-93.68749550000,16.81250401000,Mexico,Chiapas,Cintalapa
coffee,-93.64582883000,16.81250401000,Mexico,Chiapas,Cintalapa
coffee,-93.39582882000,16.81250401000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.31249548000,16.81250401000,Mexico,Chiapas,Berriozabal
coffee,-93.22916214000,16.81250401000,Mexico,Chiapas,Berriozabal
coffee,-93.14582880000,16.81250401000,Mexico,Chiapas,Tuxtla Gutierrez
coffee,-93.10416213000,16.81250401000,Mexico,Chiapas,Tuxtla Gutierrez
coffee,-93.06249547000,16.81250401000,Mexico,Chiapas,Tuxtla Gutierrez
coffee,-92.93749546000,16.81250401000,Mexico,Chiapas,Ixtapa
coffee,-92.89582879000,16.81250401000,Mexico,Chiapas,Ixtapa
coffee,-92.85416212000,16.81250401000,Mexico,Chiapas,Ixtapa
coffee,-92.22916209000,16.81250401000,Mexico,Chiapas,Ocosingo
coffee,-92.02082874000,16.81250401000,Mexico,Chiapas,Altamirano
coffee,-93.68749550000,16.85417067000,Mexico,Chiapas,Cintalapa
coffee,-93.47916215000,16.85417067000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.43749548000,16.85417067000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.39582882000,16.85417067000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.35416215000,16.85417067000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.27082881000,16.85417067000,Mexico,Chiapas,Berriozabal
coffee,-93.22916214000,16.85417067000,Mexico,Chiapas,Berriozabal
coffee,-93.18749547000,16.85417067000,Mexico,Chiapas,San Fernando
coffee,-93.14582880000,16.85417067000,Mexico,Chiapas,San Fernando
coffee,-93.10416213000,16.85417067000,Mexico,Chiapas,Osumacinta
coffee,-93.02082880000,16.85417067000,Mexico,Chiapas,Osumacinta
coffee,-92.97916213000,16.85417067000,Mexico,Chiapas,Chiapa De Corzo
coffee,-92.93749546000,16.85417067000,Mexico,Chiapas,Ixtapa
coffee,-92.43749543000,16.85417067000,Mexico,Chiapas,Tenajapa
coffee,-92.22916209000,16.85417067000,Mexico,Chiapas,Ocosingo
coffee,-94.02082885000,16.89583734000,Mexico,Oaxaca,Dist. Juchitan
coffee,-93.81249550000,16.89583734000,Mexico,Chiapas,Cintalapa
coffee,-93.68749550000,16.89583734000,Mexico,Chiapas,Cintalapa
coffee,-93.60416216000,16.89583734000,Mexico,Chiapas,Cintalapa
coffee,-93.52082882000,16.89583734000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.47916215000,16.89583734000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.43749548000,16.89583734000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.39582882000,16.89583734000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.35416215000,16.89583734000,Mexico,Chiapas,Berriozabal
coffee,-93.27082881000,16.89583734000,Mexico,Chiapas,Berriozabal
coffee,-93.18749547000,16.89583734000,Mexico,Chiapas,San Fernando
coffee,-93.10416213000,16.89583734000,Mexico,Chiapas,Osumacinta
coffee,-92.47916210000,16.89583734000,Mexico,Chiapas,Chenalho
coffee,-92.39582876000,16.89583734000,Mexico,Chiapas,Tenajapa
coffee,-95.81249561000,16.93750401000,Mexico,Oaxaca,Dist. Mixe
coffee,-95.72916227000,16.93750401000,Mexico,Oaxaca,Dist. Mixe
coffee,-93.89582884000,16.93750401000,Mexico,Chiapas,Cintalapa
coffee,-93.77082884000,16.93750401000,Mexico,Chiapas,Cintalapa
coffee,-93.68749550000,16.93750401000,Mexico,Chiapas,Cintalapa
coffee,-93.64582883000,16.93750401000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.43749548000,16.93750401000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.39582882000,16.93750401000,Mexico,Chiapas,Ocozocoautla De Espinosa
coffee,-93.35416215000,16.93750401000,Mexico,Chiapas,Berriozabal
coffee,-93.27082881000,16.93750401000,Mexico,Chiapas,Berriozabal
coffee,-93.22916214000,16.93750401000,Mexico,Chiapas,San Fernando
coffee,-93.18749547000,16.93750401000,Mexico,Chiapas,San Fernando
coffee,-93.14582880000,16.93750401000,Mexico,Chiapas,San Fernando
coffee,-92.47916210000,16.93750401000,Mexico,Chiapas,Pantelho
coffee,-92.43749543000,16.93750401000,Mexico,Chiapas,Pantelho
coffee,43.72917834000,16.93750401000,Yemen,"S,adah",Sahar
coffee,-95.85416228000,16.97917068000,Mexico,Oaxaca,Dist. Mixe
coffee,-95.77082894000,16.97917068000,Mexico,Oaxaca,Dist. Mixe
coffee,-94.06249552000,16.97917068000,Mexico,Oaxaca,Dist. Juchitan
coffee,-93.97916218000,16.97917068000,Mexico,Oaxaca,Dist. Juchitan
coffee,-93.93749551000,16.97917068000,Mexico,Oaxaca,Dist. Juchitan
coffee,-93.56249549000,16.97917068000,Mexico,Chiapas,Ocozocoautla De Espinosa
